features,section
"Copa Laver el equipo del resto del mundo tomar ventaja de 8-4 en el Copa Laver sobre el selección de Europa . el triunfo de el estadunidens Taylor Fritz ( en el imagen ) y Frances Tiafoe contra el alemán Alexander Zverev y el ruso Daniil Medvedev , respectivamente , ser fundamental para que el comandado por John McEnroe tomar el delantera en el justa que definir hoy al campeón que acumulir 13 punto en Berlín .",Deportes
"Cruz Azul , intratable ; vence 1-0 a Chivas y afianza superliderato haber partido que marcar el agenda de Cruz Azul . después del clásico joven con el América , el rivalidad contra el Guadalajara tener uno valor especial . con ese peso de uno escenario importante , el Máquina volver a cantar victoria en el estadio Ciudad de el Deportes ( 1-0 ) para mantener él como único líder en el Liga Mx y seguir en carrera por el campeonato .",Deportes
Gobierno de el CDMX premiar a más de uno millar de atleta local más de uno millar de atleta capitalino ser premiar ayer por su participación en el Juegos Nacionales Conade .,Deportes
"Leyendas del pancracio regresar a el Coliseo en el Día nacional del luchador uno hombre , en otro ocasión uno mujer , con uno máscara subir al ring de el arena Coliseo , el afición él ovacionar , no importar si ser rudo o técnico , todo saber que estar en ese cuadrilátero para arriesgar el vida en medio de uno de el espectáculo más vistoso , folclórico y polémico del deporte : el lucha libre . Místico , Octagón y Atlantis , leyenda de este disciplina , ser ayer representante histórico en uno función con motivo del Día nacional del luchador y el lucha libre .",Deportes
"Jiménez , en plan goleador ; brillar en triunfo del Fulham Raúl Jiménez anotar de nuevo con el Fulham en el Liga Premier inglés . el delantero mexicano , de 33 año , abrir el marcador en Craven Cottage ante el Newcastle United y encaminar el victoria por 3-1 en el quinto fecha .",Deportes
"Norris conseguir él po él en el GP de Singapur ; Checo , fuera del top-10 el mexicano Sergio Pérez ( Red Bull ) entrar en uno socavón . Arrancó des-de el fondo , esperanzado que su neumático él ayudar a remontar , pero terminar lejos de el dos piloto que disputar el título mundial de el Fórmula 1 en el calificación al gran Premio de Singapur . ubicado en el lugar 13 , el tapatío finalizar otro carrera poco memorable respecto del rendimiento de Lando Norris ( McLaren ) y el tricampeón mundial Max Verstappen , primero y segundo en el parrilla de salida , respectivamente .",Deportes
"Manuel Ahumada , uno dibujante “ demasiado viejo para el punk , pero mucho joven para morir ” ser “ demasiado viejo para el punk , pero mucho joven para morir ” , decir de Manuel Ahumada ( 1956-2014 ) Gonzalo Rocha , ambos monero y colaborador de el Jornada . “ uno día él elevar de más y ahora yo mirar desde el cosmos , acompañado por dios azteca , ángel y astronauta del Apolo 11 ” , agregar en referencia al día que aquel  fallecer y a ese personaje que ser frecuente en su imaginario y su obra .",Cultura
"Elena Poniatowska : el Grito En el madrugada del 16 de septiembre del 1810 , el “ Grito de Independencia ” , que según el historia dar el cura Miguel Hidalgo y Costilla en el pueblo de Dolores , Guanajuato , rasgó el cielo e hacer que estallar el movimiento de Independencia .",Cultura
"Brasil ! Brasil ! revelar uno visión vibrante del Modernismo Berna . el exposición Brasil ! Brasil ! : The Birth of Modernism ( ¡ Brasil ! ¡ Brasil ! : el nacimiento del Modernismo0 , inaugurado en el Zentrum Paul Klee , ofrecer uno visión vibrante de ese movimiento artístico en el país sudamericano a él largo de el obra de 10 artista , cinco de él autodidacta y poco conocido internacionalmente . varios de el 130 obra expuesto haber salir de Brasil por primero vez . el muestra coincidir temáticamente con el Bienal de Venecia , donde más de el mitad de el artista aquí presente también participar .",Cultura
"Secretario de Arte y Cultura de Morena rendir su informe de actividad el Secretario de Arte y Cultura del Comité Ejecutivo Nacional ( CEN ) de Morena , Tomás Pliego Calvo , indicar que por medio de el participación de el 22 comisión estatal de arte y cultura , artista , creador , promotor , gestor cultural , colectivo y cooperativo , organizado a partir del plan de acción de el secretaría , “ realizar tarea y actividad en defensa de el Cuarta Transformación ( 4 T ) , promover uno cultura incluyente y equitativo que luchar y lucha contra el clasismo , el racismo , el machismo y el fascismo ” .",Cultura
"entusiasta asistente y el OSM festejar en el Islas de CU 114 año de el UNAM el rugido puma resonar a todo volumen este sábado en el Islas de Ciudad Universitaria ( CU ) , donde el Universidad Nacional Autónoma de México ( UNAM ) celebrar su 114 aniversario con uno concierto memorable a cargo de el Orquesta Sinfónica de Minería ( OSM ) .",Cultura
"para tomar en cuenta En el semana que iniciar él dar a conocer diverso report , como inflación , venta al menudeo , indicador de actividad económico , balanza comercial y anuncio de política monetario , entre otro .",Economía
"impulsar el CRE infraestructuro para auto eléctrico el disposición administrativo en materia de electromovilidad emitido por el Comisión Reguladora de Energía ( CRE ) no sólo impulsar el desarrollo de el infraestructura para el uso de automóvil eléctrico e híbridos , sino también el ordenamiento en el Sistema Eléctrico Nacional ( SEN ) , de acuerdo con el propio regulador .",Economía
"Joseph E. Stiglitz , Kevin P. Gallagher , Martín Guzmán y Marilou Uy Especial para el Jornada : el FMI deber poner fin a su destructivo recargo nar",Economía
"eu prohibir software y hardwarir chino en vehículo Washington . el Departamento de Comercio de Estados Unidos proponer el lunes prohibir el software y hardware chino en el vehículo conectado y autónomo en el carretera del país debido a preocupaciones de seguridad nacional , decir fuente a Reuters .",Economía
"Cifras verde * Como llave de el programa de planeación de ciudad inteligente y verde , el bicicleta haber recuperar relevancia en el proyecto urbano .",Economía
"Tribunal dar 5 día a X para validar a su representante legal en Brasil Río de Janeiro . , el red social X nombrar uno representante legal en Brasil , uno de el exigencia para volver a funcionar en el país , pero seguir suspendido hasta cumplir otro requisito judicial . el Tribunal Supremo de Brasil dar a el plataforma social X , propiedad de Elon Musk , cinco día para presentar documento que validir a su nuevo representante legal en el país , mostrar el sábado uno decisión judicial .",Economía
"Seguridad energético , amenazado a nivel mundial por tensión geopolítica : WEF el transición energético a nivel global observar avance , en particular en el economía desarrollado , así como China y Brasil . no obstante , el equidad haber retroceder y el tensión geopolítica causar incertidumbre en el seguridad energético , revelar uno informe del Foro Económico Mundial ( WEF , por su sigla en inglés ) .",Economía
"el imperio de el bicicleta recuperar terreno en Pekín Pekín . uno recién llegado a Pekín poder tener cierto paranoia , confundido con certeza , de que ser atropellar . más temprano que tarde uno auto , bicicleta , motocicleta o triciclo poder dar él uno empujón y dejar él a uno costado de el acera sobar él el raspón entre el risa y el asombro , buscar curita en uno tienda de conveniencia .",Economía
Carlos Slim criticar el sistema de pensión en México y pedir combatir el pobreza el hombre más rico de México decir que el recurso que recibir actualmente el mayor de 65 año deber usar él para sacar a 6 millón de persona de el pobreza extremo .,Economía
Anuncios de inversión en México sumar 59.900 mdd en primero nueve mes de 2024 el Secretaría de Economía identificar 197 anuncio público entre enero y septiembre . Estados Unidos encabezar el anuncio .,Economía
cómo Caliente pasar de anunciar apuesta a transmitir el Champions League el compañía haber entrar a el ‘ guerra del streaming deportivo ’ para captar uno parte de este nicho de mercado y con él consolidar su principal negocio : el apuesta .,Ciencia y Tecnología
"dos olímpico conquistar Zúrich el campeón olímpico Remco Evenepoel ( imagen ) y Grace Brown conquistar ayer el prueba de contrarreloj en el Mundial de Ciclismo , que él celebrar en Suiza . mientras Brown , uno australiana de 32 año , él proclamar campeona del mundo por primero vez tras quedar segundo en el último dos año , Evenepoel revalidar su título en 46.1 kilómetro en Zúrich , con uno tiempo de 53 minuto y 2 segundo . el belga de 24 año competir en el carrera de ruta el domingo .",Deportes
"Charlyn Corral lograr doblete y mantener el invicto de Pachuca ; empatar 3-3 con Chivas En uno duelo vertiginoso , Charlyn Corral firmar uno doblete para que Pachuca igualar 3-3 con Chivas y él mantener invicto en el primero puesto , en el jornada once del torneo Clausura 2024 de el Liga Mx Femenil . el Tuzas sumar 29 unidad y estar a el espera del duelo entre Tigres y Tijuana para confirmar el liderato , mientras el tapatía él ubicar en el quinto puesto con 20 unidad en uno de su temporada más irregular .",Deportes
"Pumas sufrir de más , pero rescatar victoria 1-0 con Xolos Pumas sufrir de más , pero rescatar este domingo el importante triunfo 1-0 ante el Xolos de Tijuana , resultado que él catapultar a zona de liguilla , en duelo correspondiente a el jornada nueve del torneo Apertura 2024 de el Liga Mx , efectuado en el estadio Olímpico Universitario .",Deportes
"Alcaraz dar el triunfo decisivo para Europa , campeón de el Copa Laver París . Europa conquistar ayer el Copa Laver de tenis ante el combinado del resto del mundo gracias a uno victoria del español Carlos Alcaraz sobre Taylor Fritz en el último duelo de singl .",Deportes
Jefes continuar invicto ; superar 22-17 a Halcones Atlanta . Patrick Mahomes lanzar uno par de pase de anotación y el defensivo de Kansas City realizar uno par de defensa tardía para mantener a el Jefes invicto al vencer 22-17 a el Halcones de Atlanta .,Deportes
"Tigres batallar para vencer al último lugar del torneo Tras uno duelo que ser más complejo de él esperado , Sebastián Córdova lograr dar él a Tigres el triunfo 1-0 sobre el sotanero Ciudad Juárez , en el jornada nueve del torneo Clausura 2024 de el Liga Mx . con el victoria , el felino escalar al segundo puesto de el tabla general con 20 unidad , a dos punto de diferencia del líder Cruz Azul .",Deportes
"Dallas , de el esperanza a el frustración Lamar Jackson y Baltimore resistir uno intento de remontado de Dallas , que llegar tarde . con dos anotación del estelar mariscal de campo , el Cuervos derrotar 28-25 a el Vaqueros en uno encuentro marcado por el suspenso de el minuto final .",Deportes
"lar Norris superar a Verstappen en el gran Premio de Singapur Singapur . lar Norris sortear uno par de susto con el muro al ganar con contundencia el gran Premio de Singapur , aunque apenas poder recortar siete punto a el diferencia de Max Verstappen como líder del campeonato de el Fórmula Uno . el resultado para el mexicano Sergio Pérez ser completamente inesperar , al terminar en décimo lugar y con mucho dificultad para rebasar , con él que él llevar el último punto que repartir este carrera .",Deportes
"Tercer cuadrangular del mexicano Jonathan Aranda con Tampa Bay St . Petersburgo . , el mexicano Jonathan Aranda pegar cuadrangular por tercer partido consecutivo con el Rays de Tampa Bay , que vencer 4-3 a el Azulejos y completar uno barrida en serie de tres juego .",Deportes
"Haaland marcar su gol 100 en empate del City Erling Haaland marcar su gol 100 con el Manchester City . para el delantero comparado con uno androide , más que uno número ser historia puro . el noruego poner adelante a su equipo ante el Arsenal , que él quedar con 10 jugador , pero también inspirar el empate 2-2 durante el último minuto , que John Stones él encargar de sentenciar .",Deportes
"Alerta por lesión de Santi Giménez el delantero mexicano Santiago Giménez encender el alarma del Feyenoord tras salir de cambio en el primero mitad del encuentro en el que su equipo superar 2-0 al NAC Breda en el Liga de Países Bajos . el tricolor tener uno aparente molestia muscular , que no él permitir abandonar el campo por su propio pie y ser sustituir .",Deportes
"Marlene Santos Alejo : Balance de el jornada Por increíble que parecer , el equipo milloneta y favorito de el Liga Mx sufrir hasta perder el estribo . América y Monterrey empatar a duras pena , mientras Cruz Azul ganar por el mínimo ventaja a uno Chivas que sólo conseguir sumar frente a el colero … poco emoción regalar el fecha doble , en el que dar el nota el quejoso André Jardine , timonel amarillo , e Ivar Sisniega , titular de el Federación Mexicana de Futbol , quien preocupado por el bajo entrada en Estados Unidos , pedir “ transmitir mensaje positivo de apoyo a el selección ” .",Deportes
"de Anahit a María salir de gran Bretaña a Armenia el exhibición Diosa Madre : De Anahit a María , realizado originalmente por el Museo Británico , ser prestar de manera exclusivo por seis mes al Museo de Historia de Armenia , ubicado en el ciudad de Yerevan . el muestra ser uno reflexión sobre el papel femenino y materno de el distinto deidad de variado cultura . en el imagen , el cabeza de uno estatua de bronce de el diós Anahit , perteneciente a el cultura persa , que datar del siglo i antes de Cristo .",Cultura
"el obra Nombres de combate reúnir en el foro el Gruta historia de vida y resistencia haber historia que merecer ser contar , no sólo porque resultar dolorosa o heroico , sino “ porque ser testimonio de vida , cariño y resistencia ” , afirmar Martín López Brie , dramaturgo y director de Nombres de combate , obra documental que él presentar a partir de hoy en el foro el Gruta , tras haber enfrentar el dificultad propio de el pandemia .",Cultura
"Hermann Bellinghausen : Stravinski y el vendedora de disco el segundo parte de el año 40 del siglo xx el Ciudad de México deber ser tranquilo , optimista , promisoria . el cielo azul y limpio , sin sorprender a nadie , ser él normal desde siempre en el ciudad de el lago , finalmente derrotado por yo , el futuro . allí él hacer uno familia de tanto , venido a menos , parecido a el que salir en el película de el Soler , Pedro Infante y sobre todo Joaquín Pardavé . él conformar seis varón y cuatro hembra . a tono con el época , el primero ser el debilidad de el madre , y su derecho del hombre , sagrado . él contar el alcohólico , el vividor , el perezoso , el que odiar ser mexicano , el menor de edad y el único que estudiar uno carrera . ninguno tener el obligación de aportar a el casa , que como querer él él pasar en dificultad financiero ; siempre estar “ arrancado ” . tampoco a mamá él gustar el trabajo , y papá él hacer de mala ganar , no ver el hora en que él ir de caza o a escuchar ópera y música clásico con su amigo . pronto comenzar a recibir su pensión de burócrata .",Cultura
"Murió Fredric Jameson , crítico del capitalismo y referente del marxismo en EU Fredric Jameson ( 1934 ) , crítico , teórico y catedrático literario estadunidense , fallecer este domingo a el 90 año , informar el editorial Verso Libros en su red social .",Cultura
"López Obrador inaugurar en Veracruz el Centro Cultural Leyes de Reforma Veracruz , Ver . , el presidente Andrés Manuel López Obrador inaugurar ayer en el puerto de Veracruz el Centro Cultural Leyes de Reforma , y realizar uno recorrido por el recién rehabilitado Casa Benito Juárez , espacio que abrir su puerta a el visitante a partir de noviembre , mediante el cual él buscar generar uno reflexión sobre el ley más importante publicado en el siglo xix .",Cultura
"inmueble patrimonial ser testigo permanente de el transición histórico Veracruz , Ver . , el recinto Casa Benito Juárez y el Centro Cultural Leyes de Reforma , en el Centro Histórico del puerto de Veracruz , inaugurado este fin de semana por el gobierno federal y que estar abierto al público a partir de noviembre , buscar promover el conocimiento del periodo histórico de el Reforma y de el importancia de su legado cívico en el sociedad actual .",Cultura
"Afores ganar $ 8.359 mdp por gestionar ahorro de trabajador el ganancia que obtener el administradora de Fondos para el Retiro ( Afore ) en el primero ocho mes de 2024 por cuidar el recurso pensionario de millón de mexicano aumentar 32 por ciento de manera anual , con cifra al cierre de agosto pasado , revelar dato oficial .",Economía
"Enrique Galván Ochoa : Dinero el presidenta de el República que tomar posesión el próximo martes , Claudia Sheinbaum Pardo , asistir al congreso nacional de Morena y decir que no ser uno partido de Estado ; haber uno distancia . sin que nadie él él pedir abdicar al título de jefa de partido , quien ya ser jefa de Gobierno , jefa de Estado y comandanto suprema de el fuerza armado . el organización guinda enarbolacer el bandera de el 4t. ser fundar por el presidente Andrés Manuel López Obrador . haber anunciar mil vez que él retirar a su quinta de Palenque , donde , asegurar , llevar uno vida de aislamiento de el política y el político . incluso no recibir a amigo . dos de su círculo más íntimo ser elegir para dirigir formalmente al partido : Luisa María Alcalde , como presidenta y Andrés Andy López Beltrán como secretario de Organización . ser su ojo y su voz .",Economía
"León Bendesky : el ejemplo el escritor inglés H.G. Wells apuntar que el Historia y el supervivencia mismo depender de uno carrera entre el educación y el catástrofe . este idea ser adecuar para reflexionar sobre cuestión que hoy ser relevante como el persistente violencia que haber en el mundo , o bien , el incapacidad de el humanidad para contener el degradación del medio ambiente .",Economía
"mejorar condición económico de millón de hogar mexicano el nuevo política económico y social que poner en marcha el gobierno del presidente Andrés Manuel López Obrador , que concluir el 30 de septiembre , generar mejor condición económico para millón de hogar mexicano . él hacer a través de programa de transferencia a grupo específico de población , al elevar el pensión a adulto mayor y promover el crecimiento real de el salario , principalmente , coincidir especialista .",Economía
"Concentra el manufactura el flujo de inversión extranjero : él Entre enero de 2023 y septiembre de 2024 , el sector privado realizar 575 anuncio de inversión en México por más de 170 mil 644 millón de dólares , revelar dato actualizado de el Secretaría de Economía ( SE ) .",Economía
Economía del país transitar sin crisis & # 160 ;,Economía
"alistar inauguración del Museo Vivo del Muralismo A poco día del final del gobierno del presidente Andrés Manuel López Obrador , concluir el obra de restauración , rehabilitación y mantenimiento del Museo Vivo del Muralismo ( MVM ) , que él prever inaugurar este semana en el edificio histórico de el Secretaría de Educación Pública ( SEP ) , reconocido como patrimonio mundial de el Organización de Naciones Unidas para el Educación , el Ciencia y el Cultura ( Unesco ) .",Economía
"denunciar competencia desleal de ambulant en compraventa de divisa el centro cambiario , pequeño establecimiento para comprar y vender moneda hasta el equivalente a 10 mil dólares , enfrentar competencia desleal con entidad ambulante que realizar el mismo actividad , de acuerdo con el asociación que representar al sector .",Economía
"David Márquez Ayala : Reporte económico Entre el múltiple logro de el administración que ahora terminar , el producción de alimento y el avance en el autosuficiencia no ser , desafortunadamente , uno de él . el producción de el cuatro grano básico de el alimentación mexicano ( maíz , trigo , frijol y arroz ) ascender en 2023 a 31.9 millón de tonelada , apenas 1.0% sobre el producción de 2018 ( Gráfico 1 ) . por producto , en el periodo el producción de maíz aumentar 1% , y el de trigo 18.1 , y decreceír el de frijol – 38.3% y el de arroz 11.2% .",Economía
"denunciar a Visa por monopolio en Estados Unidos el Departamento de Justicia de Estados Unidos buscar denunciar a el empresa por monopolio en el mercado de tarjeta de débito , de acuerdo con uno reporte de Blomberg .",Economía
"Empresas de EU reactivar anuncio de inversión ; confiar en Sheinbaum Tras detener uno anuncio importante de inversión por el reforma judicial , el American Society of Mexico informar que en próximo fecha él retomar , pero con cautela .",Economía
el endeudamiento de mexicano en el exterior representar 35% del PIB el Banco de México ( Banxico ) dar a conocer que en el segundo trimestre del año él reducir el endeudamiento del mundo desde el 42% reportado en el primero trimestre .,Economía
"el auditoría dar ingreso por 3.5 billón de pesos al SAT De este recurso , 1426 billón de pesos él obtener por auditoría a grande contribuyente , informar el fisco .",Economía
Economía mexicano crecer 0.6% en julio el actividad primario encabezar el crecimiento económico del país durante el séptimo mes del año .,Economía
"uno jubilación digno él complicar cada vez más para el mexicano uno quinto parte de el empleado en el país contemplar jubilar él a el 66 año o más , mientras que otro 86% admitir ahorrar menos de él que deber hacer él en el actualidad .",Economía
"el plan de sustituir importación de Asia con el nearshoring él tornar difícil En el primero siete mes del año , el importación de México desde Asia alcanzar el 141.219 millón de dólares ; China representar 51% del total .",Economía
"netflix y Prime Video de Amazon liderar queja del streaming A agosto de este año , ambos empresa recibir inconformidad por parte de el usuario por cobro indebido y alteración de precio , asegurar Profeco a Expansión a través de transparencia .",Ciencia y Tecnología
"¿ qué ser y cómo funcionar el nuevo categoría de Canales en WhatsApp ? con el nuevo organización del directorio de Canales , WhatsApp pretender hacer más sencillo el navegación para el usuario .",Ciencia y Tecnología
"Intel , el nuevo objeto del deseo en el industria tech el empresa pionera de el industria de el chip haber ser objeto de nuevo rumor sobre uno posible adquisición por parte de Qualcomm , así como inversión de firma de capital .",Ciencia y Tecnología
"India , el país que querer ser potencia en el industria de semiconductor Estados Unidos y el India anunciar uno alianza para construir uno planta de chip en este país , algo que el gobierno de Biden definir como uno “ punto de inflexión ” .",Ciencia y Tecnología
"AMLO buscar convertir a CFE Telecom en uno empresa público el iniciativa de reforma querer que CFE TEIT ser el principal compañía en proveer internet a todo el país , respecto a su competidor , cambiar su estatu de estatal a público .",Ciencia y Tecnología
"Erick Sánchez , al quirófano nar",Deportes
"Nadal volver a competir para liderar a España en el final de Copa Davis París . el leyenda del tenis Rafael Nadal , junto con el número tres mundial , Carlos Alcaraz , liderar a España en el Final 8 de el Copa Davis , anunciar el equipo capitaneado por David Ferrer sobre el torneo que él disputar del 19 al 24 de noviembre , en Málaga .",Deportes
"Filis él coronar en el Este de el Nacional ; terminar con el dominio de Bravos Filadelfia . el Filis de Filadelfia ganar el División Este de el Liga Nacional por primero vez desde 2011 y asegurar ese título con uno victoria por 6-2 sobre el Cachorros de Chicago . además , terminar con el racha de Bravos de Atlanta de coronar él durante seis temporada consecutivo en ese división .",Deportes
"Salir del bache en natación ser imposible con el modelo actual : Liliana Ibáñez Mientras el sistema deportivo mexicano él mantener obsoleto y el lucha de ego entre el autoridad no él detener , ser imposible que el natación salir del bache en el que él encontrar desde hacer década . Liliana Ibáñez , uno de el más experimentado en el disciplina , levantar el voz ante el profundo crisis que prevalecer en el país .",Deportes
"Bills vence a Jaguares y él mantener invicto Bills de Búfalo ser comandar por el brazo exacto de Josh Allen para que él mantener en el prestigioso cuadro de el cuatro invicto de el NFL . ese combo de lujo estar integrado por el Acereros , Jefes y Vikingos , todo sin conocer el derrota hasta el tercero semana de el temporada .",Deportes
"Vendaval de el americanista ; Águilas golean a Rayadas 4-2 Monterrey tardar más de 70 minuto para meter él al partido . cuando finalmente despertar , el América ya golear y tener prácticamente el triunfo en el bolsa . el 4-2 sentenciar el exhibición más desconcertante y paupérrima de el Rayadas en este campaña . el abucheo de su afición , más el rostro desencajado de cada jugadora en el terreno de juego , reflejar el diferencia que existir respecto a el Águilas .",Deportes
"Hermanos Gutiérrez cumplir su sueño en el Paralímpicos de París Cuando ser niño , el hermano Raúl , Juan José y Jesús Gutiérrez disfrutar de jugar futbol . a pesar de haber nacer con talla bajo hacer gala de su mejor pase en el calle de Irapuato , al tiempo que soñar con representar a México a nivel internacional .",Deportes
"del Toro finalizar en el lugar 12 en Mundial de Ciclismo el pedalista mexicano Isaac del Toro él ubicar en el lugar 12 de el prueba contrarreloj en el categoría Sub 23 del Mundial de Ciclismo de Ruta , que él disputar en Zurich .",Deportes
"el UNAM celebrar 60 año de el fundación del Archivo Histórico el Universidad Nacional Autónoma de México ( UNAM ) celebrar ayer el 60 aniversario de el fundación de su Archivo Histórico ; además , él inaugurar el exposición Archivo Histórico de el UNAM , ayer y hoy .",Cultura
"durante el sexenio ser repatriar 14 mil 48 pieza , destacar en el mañanera En uno de el último conferencia mañanero presidencial , funcionario presentar uno balance de el acción de recuperación de el memoria histórico y el preservación del patrimonio cultural , en el que él destacar el repatriación de 14 mil 48 pieza desde el extranjero .",Cultura
"Javier Aranda Luna : Kundera : el novela como desafío y rebeldir el 8 de diciembre de 1968 , ese año recurrente en el historia del mundo , cuatro amigo él embarcar en uno expedición extraordinario a Praga .",Cultura
"Vilma Fuentes : entusiasmo y melancolía encuentro deportivo como el Juegos Olímpicos o el Copa Mundial de futbol provocar amplio movimiento de entusiasmo que envidiar el político y el estrella de cine . si yo detenar uno segundo a observar el aumento de el pasión que suscitar a medida que él desarrollar , poder sentir curiosidad por su causa .",Cultura
"Raúl Pineda sacar luz de el oscuridad del dolor y el tragedia que atravesar el país Traer luz desde el oscuridad ser el labor del artista Raúl Pineda , quien con el don de el memoria fotográfico y excesivo persistencia con el técnica antiguo de grabado a mezzotinta retrato el horror desencajado de el violencia en México .",Cultura
"Galardona el Inbal a tres “ grande artista que tejer el lienzo de el plástica mexicano ” Entre ovación y vítor , el escultora Geles Cabrera ( 1926 ) y el pintor Arturo Estrada ( 1925 ) y Guillermo Monroy ( 1924 ) recibir el Medalla Bellas Artes de Oro en Artes Visuales 2023 y 2024 , en uno ceremonia “ histórico ” , efectuado ayer en el sala Manuel M. Ponce del Palacio de Bellas Artes , encabezado por Lucina Jiménez , titular del Instituto Nacional de Bellas Artes y Literatura ( Inbal ) .",Cultura
"Fotografiar ser uno pretexto para buscar yo en el otro : Graciela Iturbide Arropada por uno largo ovación , el fotógrafa Graciela Iturbide recibir el Medalla Bellas Artes de Oro 2024 en Artes Visuales , que otorgar el Instituto Nacional de Bellas Artes y Literatura ( Inbal ) , por su icónica imagen , que conjuguir él documental y él poético , y que formar parte esencial del acervo gráfico contemporáneo de México .",Cultura
"Aterriza nave Soyuz tras uno misión récord en el EEI Moscú . uno cápsula Soyuz que transportar a dos cosmonauta rusosy uno astronauta estadunidense desde el Estación Espacial Internacional aterrizar en Kazajstán , poner fin a uno estadía récord para el pareja ruso .",Ciencia y Tecnología
"Científicos descubrir que el coral ser capaz de retener microplástico Madrid . uno nuevo técnica de detección de microplástico descubrir que el tres parte de el anatomía del coral ( mucosidad superficial , tejido y esqueleto ) contener este clase de desecho artificial .",Ciencia y Tecnología
"Cotiza el peso prácticamente sin cambio a el espera del recorte de tasa del BdeM Ahora el incógnita en el política monetario de México ser sobre recorte a el tasa de referencia de uno cuarto o medio punto porcentual , que el Banco de México ( BdeM ) despejar el jueves . mientras tanto , el peso mexicano él operar ayer con cautela .",Economía
"no haber inconstitucionalidad en cobro del SAT a empresa de Salinas Pliego : AMLO En el resolución de dos expediente sobre el presunto evasión fiscal de empresa de Ricardo Salinas Pliego por uno monto de 35 mil millón de pesos , el presidente Andrés Manuel López Obrador considerar que el Suprema Corte de Justicia de el Nación ya no poder involucrar él en el fondo del litigio toda vez que el instancia correspondiente confirmar que existir uno adeudo fiscal de ese firma con el Servicio de Administración Tributaria , y no haber ninguno posible interpretación de inconstitucionalidad .",Economía
"con AMLO , mejora a el raquítica pensión de gestión pasado En el sexenio del presidente Andrés Manuel López Obrador , el pensión de el llamado Generación Afore pasar de apenas 30 por ciento del último salario del trabajador a uno promedio mayor a 70 por ciento , producto de uno serie de reforma legislativo que poner al centro al asalariado , situación que no haber suceder en otro administración .",Economía
"Recauda el SAT en seis año 3.5 billón de pesos Durante el sexenio que estar por concluir , el Servicio de Administración Tributaria ( SAT ) recaudar 3.5 billón de pesos mediante auditoría y promoción de cumplimiento , él que representar 2.3 billón de pesos más que en el sexenio anterior y uno crecimiento real de 120.2 por ciento a agosto de este año .",Economía
"Miguel Pineda : Negocios y empresa A diferencia de él que regularmente él pensar , no ser el producción él que marcar el desarrollo sino el demanda creciente de bien y servicio . por él , sociedad que no consumir tender a quedar él estancado .",Economía
"él estancar el producción de grano en el sexenio el producción de grano y oleaginosa en México él haber incrementar 37 por ciento desde el entrada en vigor del Tratado de libre Comercio de América del Norte ( TLCAN ) , actualmente Tratado México , Estados Unidos y Canadá ( T-MEC ) , hasta el fecha ; sin embargo , en este sexenio el crecimiento él haber estancar , revelar dato oficial .",Economía
"repuntar en julio el economía : Inegi el economía mexicano crecer más de él esperado en julio , debido al incremento ‘ inusual ’ de el sector agrícola , ganadero y pesca , revelar el Instituto Nacional de Estadística y Geografía ( Inegi ) .",Economía
"sin servicio de salud , 50.4 millón de mexicano , afirmar el Coneval En México , 50.4 millón de persona carecer de acceso a servicio de salud , él que representar 39.1 por ciento de el población , destacar Alida Marcela Gutiérrez Landeros , coordinadora general de análisis de pobreza del Consejo Nacional de Evaluación de el Política de Desarrollo Social ( Coneval ) .",Economía
"el sict entregar 549 obra carretero el programa carretero que echar a andar el administración del presidente Andrés Manuel López Obrador beneficiar a 55 millón de habitante de forma directo . además , el 549 obra realizado , que representar 227 mil 464 millón de pesos , ser casi uno por ciento del producto interno bruto ( PIB ) , informar Jorge Nuño Lara , titular de el Secretaría de Infraestructura , Comunicaciones y Transportes ( SICT ) .",Economía
"Acierto del SAT , el auditoría a grande causante : analista Fiscalizar primero a grande contribuyente y de ahí hacer él con el resto de causante ser uno de el estrategia más exitoso del Servicio de Administración Tributaria ( SAT ) para evitar que el ingreso que sustentar el erario cayerir en este administración .",Economía
Mexicanos gastar 12% más en bebida energético Datos de Kantar mostrar que en el último año haber aumentar tanto el número de litro comprado como el precio de este tipo de bebida .,Economía
Trump amagar con arancel de 100% a auto que entrar por el frontera con México el candidato presidencial decir que el único manera de que él librar de ese cuota ser si querer construir uno planta en Estados Unidos .,Economía
"cet a dos año reducir rendimiento a uno dígito , anticipar recorte de Banxico todo el plazo de el Cetes reducir su ganancia , pero el plazo de dos año ofrecer el tasa más bajo de 9.92% , a el espera de que Banxico hacer uno nuevo recorte .",Economía
Openbank lanza su lista de espera para cliente mexicano Openbank México abrir en su sitio web el lista de espera para aquel usuario que querer acceder a el oferta de este nuevo banco digital .,Economía
"Banco Mundial logra récord de 56.000 mdd en inversión CFI Para el ejercicio financiero que finalizar en julio de 2025 , el Banco Mundial buscar centrar su esfuerzo en infraestructura , particularmente en carretera y transporte .",Economía
"China presentar medida de relajación monetario para reactivar el economía el Banco Popular de China recortar el tipo de interés de el operación doble a siete día en 0.2 punto porcentual , hasta el 1.5% .",Economía
"Inflación seguir a el baja , en el primero mitad de septiembre él ubicar en 4.66% el índice subyacente terminar el primero quincena de septiembre en 3.95% y el no subyacente en 6.73% , de acuerdo con dato publicado por el Inegi .",Economía
