features,section
"Anuncios inversión México suman 59,900 mdd primeros nueve meses 2024 Secretaría Economía identifica 197 anuncios públicos enero septiembre Estados Unidos encabeza anuncios",Economía
Cómo Caliente pasó anunciar apuestas transmitir Champions League compañía ha entrado ‘ guerra del streaming deportivo ’ captar parte este nicho mercado ello consolidar principal negocio apuestas,Ciencia y Tecnología
Dos olímpicos conquistan Zúrich campeones olímpicos Remco Evenepoel ( imagen ) Grace Brown conquistaron ayer pruebas contrarreloj Mundial Ciclismo celebra Suiza Mientras Brown australiana 32 años proclamó campeona del mundo primera vez quedar segunda últimos dos años Evenepoel revalidó título 46.1 kilómetros Zúrich tiempo 53 minutos 2 segundos belga 24 años competirá carrera ruta domingo,Deportes
Charlyn Corral logra doblete mantiene invicto Pachuca empata 3-3 Chivas duelo vertiginoso Charlyn Corral firmó doblete Pachuca igualara 3-3 Chivas mantuviera invicto primeros puestos jornada once del torneo Clausura 2024 Liga Mx Femenil Tuzas suman 29 unidades estaban espera del duelo Tigres Tijuana confirmar liderato mientras tapatías ubicaron quinto puesto 20 unidades temporadas más irregulares,Deportes
Pumas sufre más rescata victoria 1-0 Xolos Pumas sufrió más rescató este domingo importante triunfo 1-0 Xolos Tijuana resultado catapultó zona liguilla duelo correspondiente jornada nueve del torneo Apertura 2024 Liga Mx efectuado estadio Olímpico Universitario,Deportes
Alcaraz da triunfo decisivo Europa campeón Copa Laver París Europa conquistó ayer Copa Laver tenis combinado del resto del mundo gracias victoria del español Carlos Alcaraz Taylor Fritz último duelo singles,Deportes
Jefes continúan invictos superan 22-17 Halcones Atlanta Patrick Mahomes lanzó par pases anotación defensiva Kansas City realizó par defensas tardías mantener Jefes invictos al vencer 22-17 Halcones Atlanta,Deportes
Tigres batallan vencer al último lugar del torneo duelo fue más complejo esperado Sebastián Córdova logró darle Tigres triunfo 1-0 sotanero Ciudad Juárez jornada nueve del torneo Clausura 2024 Liga Mx victoria felinos escalaron al segundo puesto tabla general 20 unidades dos puntos diferencia del líder Cruz Azul,Deportes
Dallas esperanza frustración Lamar Jackson Baltimore resistieron intento remontada Dallas llegó tarde dos anotaciones del estelar mariscal campo Cuervos derrotaron 28-25 Vaqueros encuentro marcado suspenso minutos finales,Deportes
Lando Norris supera Verstappen Gran Premio Singapur Singapur Lando Norris sorteó par sustos muros al ganar contundencia Gran Premio Singapur apenas pudo recortar siete puntos diferencia Max Verstappen líder del campeonato Fórmula Uno resultado mexicano Sergio Pérez fue completamente inesperado al terminar décimo lugar muchas dificultades rebasar llevó último punto repartió carrera,Deportes
Tercer cuadrangular del mexicano Jonathan Aranda Tampa Bay St Petersburgo mexicano Jonathan Aranda pegó cuadrangular tercer partido consecutivo Rays Tampa Bay vencieron 4-3 Azulejos completaron barrida serie tres juegos,Deportes
Haaland marca gol 100 empate del City Erling Haaland marcó gol 100 Manchester City delantero comparado androide más número es historia pura noruego puso adelante equipo Arsenal quedó 10 jugadores también inspiró empate 2-2 últimos minutos John Stones encargó sentenciar,Deportes
Alerta lesión Santi Giménez delantero mexicano Santiago Giménez encendió alarmas del Feyenoord salir cambio primera mitad del encuentro equipo superó 2-0 al NAC Breda Liga Países Bajos tricolor tuvo aparente molestia muscular no permitió abandonar campo propio pie fue sustituido,Deportes
Marlene Santos Alejo Balance jornada increíble parezca equipos millonetas favoritos Liga Mx sufren perder estribos América Monterrey empatan duras penas mientras Cruz Azul gana mínima ventaja Chivas sólo consiguen sumar frente coleros … Pocas emociones regaló fecha doble dieron nota quejoso André Jardine timonel amarillo Ivar Sisniega titular Federación Mexicana Futbol preocupado bajas entradas Estados Unidos pidió transmitir mensajes positivos apoyo selección,Deportes
Anahit María sale Gran Bretaña Armenia exhibición Diosa Madre Anahit María realizada originalmente Museo Británico fue prestada manera exclusiva seis meses al Museo Historia Armenia ubicado ciudad Yerevan muestra es reflexión papel femenino materno distintas deidades variadas culturas imagen cabeza estatua bronce diosa Anahit perteneciente cultura persa data del siglo I antes Cristo,Cultura
obra Nombres combate reúne foro Gruta historias vida resistencia Hay historias merecen ser contadas no sólo resultan dolorosas heroicas son testimonios vida cariño resistencia afirmó Martín López Brie dramaturgo director Nombres combate obra documental presenta partir hoy foro Gruta haber enfrentado dificultades propias pandemia,Cultura
Hermann Bellinghausen Stravinski vendedora discos segunda parte años 40 del siglo XX Ciudad México debió ser tranquila optimista promisoria cielo azul limpio sorprender nadie era normal siempre ciudad lagos finalmente derrotados futuro Allí hizo familia tantas venida menos parecida salían películas Soler Pedro Infante todo Joaquín Pardavé conformaban seis varones cuatro hembras tono época primeros eran debilidad madre derechos del hombre sagrados contaban alcohólico vividor perezoso odiaba ser mexicano menor edad único estudió carrera Ninguno tenía obligación aportar casa quiera pasaba dificultades financieras siempre estaban arrancados Tampoco mamá gustaba trabajo papá hacía mala gana no viendo hora iría caza escuchar ópera música clásica amigos Pronto comenzaría recibir pensión burócrata,Cultura
Murió Fredric Jameson crítico del capitalismo referente del marxismo EU Fredric Jameson ( 1934 ) crítico teórico catedrático literario estadunidense falleció este domingo 90 años informó editorial Verso Libros redes sociales,Cultura
López Obrador inaugura Veracruz Centro Cultural Leyes Reforma Veracruz Ver presidente Andrés Manuel López Obrador inauguró ayer puerto Veracruz Centro Cultural Leyes Reforma realizó recorrido recién rehabilitada Casa Benito Juárez espacios abrirán puertas visitantes partir noviembre busca generar reflexión leyes más importantes publicadas siglo XIX,Cultura
Inmuebles patrimoniales son testigos permanentes transición histórica Veracruz Ver recintos Casa Benito Juárez Centro Cultural Leyes Reforma Centro Histórico del puerto Veracruz inaugurados este fin semana gobierno federal estarán abiertos al público partir noviembre buscan promover conocimiento del periodo histórico Reforma importancia legado cívico sociedad actual,Cultura
"Afores ganan $ 8,359 mdp gestionar ahorro trabajadores ganancias obtuvieron Administradoras Fondos Retiro ( Afore ) primeros ocho meses 2024 cuidar recursos pensionarios millones mexicanos aumentaron 32 ciento manera anual cifras al cierre agosto pasado revelan datos oficiales",Economía
Enrique Galván Ochoa Dinero presidenta República tomará posesión próximo martes Claudia Sheinbaum Pardo asistió al congreso nacional Morena dijo no será partido Estado habrá distancia nadie pidiera abdicó al título jefa partido es jefa Gobierno jefa Estado comandanta suprema fuerzas armadas organización guinda enarbolará bandera 4T. Fue fundada presidente Andrés Manuel López Obrador Ha anunciado mil veces retirará quinta Palenque asegura llevará vida aislamiento política políticos Incluso no recibirá amigos Dos círculo más íntimo fueron elegidos dirigir formalmente al partido Luisa María Alcalde presidenta Andrés Andy López Beltrán secretario Organización Serán ojos voz,Economía
León Bendesky ejemplo escritor inglés H.G. Wells apuntó Historia supervivencia misma dependen carrera educación catástrofe idea es adecuada reflexionar cuestiones hoy son relevantes persistente violencia hay mundo incapacidad humanidad contener degradación del medio ambiente,Economía
Mejoraron condiciones económicas millones hogares mexicanos nueva política económica social puso marcha gobierno del presidente Andrés Manuel López Obrador concluye 30 septiembre generó mejores condiciones económicas millones hogares mexicanos hizo través programas transferencias grupos específicos población al elevar pensiones adultos mayores promover crecimiento real salarios principalmente coinciden especialistas,Economía
Concentra manufactura flujo inversión extranjera enero 2023 septiembre 2024 sector privado realizó 575 anuncios inversión México más 170 mil 644 millones dólares revelan datos actualizados Secretaría Economía ( ),Economía
Economía del país transita crisis & # 160,Economía
Alistan inauguración del Museo Vivo del Muralismo pocos días del final del gobierno del presidente Andrés Manuel López Obrador concluyeron obras restauración rehabilitación mantenimiento del Museo Vivo del Muralismo ( MVM ) prevé inaugurar semana edificio histórico Secretaría Educación Pública ( SEP ) reconocido patrimonio mundial Organización Naciones Unidas Educación Ciencia Cultura ( Unesco ),Economía
Denuncian competencia desleal ambulantes compraventa divisas centros cambiarios pequeños establecimientos comprar vender monedas equivalente 10 mil dólares enfrentan competencia desleal entidades ambulantes realizan misma actividad acuerdo asociación representa al sector,Economía
David Márquez Ayala Reporte económico múltiples logros administración ahora termina producción alimentos avance autosuficiencia no es desafortunadamente uno producción cuatro granos básicos alimentación mexicana ( maíz trigo frijol arroz ) ascendió 2023 31.9 millones toneladas apenas 1.0% producción 2018 ( Gráfico 1 ) productos periodo producción maíz aumentó 1% trigo 18.1 decrecieron frijol – 38.3% arroz 11.2%,Economía
Denuncian Visa monopolio Estados Unidos Departamento Justicia Estados Unidos busca denunciar empresa monopolio mercado tarjetas débito acuerdo reporte Blomberg,Economía
Empresas EU reactivarán anuncios inversión confían Sheinbaum detener anuncio importante inversión reforma judicial American Society of Mexico informó próximas fechas retomará cautela,Economía
endeudamiento mexicanos exterior representa 35% del PIB Banco México ( Banxico ) dio conocer segundo trimestre del año redujo endeudamiento del mundo 42% reportado primer trimestre,Economía
auditorías dan ingresos 3.5 billones pesos al SAT recursos 1.426 billones pesos obtuvieron auditorías grandes contribuyentes informa fisco,Economía
Economía mexicana crece 0.6% julio actividades primarias encabezaron crecimiento económico del país séptimo mes del año,Economía
jubilación digna complica cada vez más mexicanos quinta parte empleados país contempla jubilarse 66 años más mientras otro 86% admite ahorrar menos debería hacerlo actualidad,Economía
"plan sustituir importaciones Asia nearshoring torna difícil primeros siete meses del año importaciones México Asia alcanzaron 141,219 millones dólares China representa 51% del total",Economía
Netflix Prime Video Amazon lideran quejas del streaming agosto este año ambas empresas recibieron inconformidades parte usuarios cobros indebidos alteración precios aseguró Profeco Expansión través transparencia,Ciencia y Tecnología
¿ Qué son cómo funcionan nuevas categorías Canales WhatsApp ? nueva organización del directorio Canales WhatsApp pretende hacer más sencilla navegación usuarios,Ciencia y Tecnología
Intel nuevo objeto del deseo industria tech empresa pionera industria chips ha sido objeto nuevos rumores posible adquisición parte Qualcomm inversiones firmas capital,Ciencia y Tecnología
India país quiere ser potencia industria semiconductores Estados Unidos India anunciaron alianza construir planta chips este país algo gobierno Biden definió punto inflexión,Ciencia y Tecnología
AMLO busca convertir CFE Telecom empresa pública iniciativa reforma quiere CFE TEIT principal compañía proveer internet todo país respecto competidores cambiando estatus estatal pública,Ciencia y Tecnología
Erick Sánchez al quirófano nan,Deportes
Nadal vuelve competir liderar España final Copa Davis París leyenda del tenis Rafael Nadal junto número tres mundial Carlos Alcaraz liderará España Final 8 Copa Davis anunció equipo capitaneado David Ferrer torneo disputará del 19 al 24 noviembre Málaga,Deportes
Filis coronan Este Nacional terminan dominio Bravos Filadelfia Filis Filadelfia ganaron División Este Liga Nacional primera vez 2011 aseguraron ese título victoria 6-2 Cachorros Chicago Además terminaron racha Bravos Atlanta coronarse seis temporadas consecutivas división,Deportes
Salir del bache natación será imposible modelo actual Liliana Ibáñez Mientras sistema deportivo mexicano mantenga obsoleto lucha egos autoridades no detenga será imposible natación salga del bache encuentra hace décadas Liliana Ibáñez más experimentadas disciplina levantó voz profunda crisis prevalece país,Deportes
Bills vence Jaguares mantiene invicto Bills Búfalo fueron comandados brazo exacto Josh Allen mantuvieran prestigioso cuadro cuatro invictos NFL Ese combo lujo está integrado Acereros Jefes Vikingos todos conocer derrota tercera semana temporada,Deportes
Vendaval americanistas Águilas golean Rayadas 4-2 Monterrey tardó más 70 minutos meterse al partido finalmente despertó América goleaba tenía prácticamente triunfo bolsa 4-2 sentenció exhibición más desconcertante paupérrima Rayadas campaña abucheos afición más rostros desencajados cada jugadora terreno juego reflejaron diferencia existe respecto Águilas,Deportes
Hermanos Gutiérrez cumplieron sueño Paralímpicos París eran niños hermanos Raúl Juan José Jesús Gutiérrez disfrutaban jugar futbol pesar haber nacido talla baja hacían gala mejores pases calles Irapuato al tiempo soñaban representar México nivel internacional,Deportes
Del Toro finaliza lugar 12 Mundial Ciclismo pedalista mexicano Isaac del Toro ubicó lugar 12 prueba contrarreloj categoría Sub 23 del Mundial Ciclismo Ruta disputa Zurich,Deportes
UNAM celebró 60 años fundación del Archivo Histórico Universidad Nacional Autónoma México ( UNAM ) celebró ayer 60 aniversario fundación Archivo Histórico además inauguró exposición Archivo Histórico UNAM ayer hoy,Cultura
sexenio fueron repatriadas 14 mil 48 piezas destacan mañanera últimas conferencias mañaneras presidenciales funcionarios presentaron balance acciones recuperación memoria histórica preservación del patrimonio cultural destacó repatriación 14 mil 48 piezas extranjero,Cultura
Javier Aranda Luna Kundera novela desafío rebeldía 8 diciembre 1968 ese año recurrente historia del mundo cuatro amigos embarcaron expedición extraordinaria Praga,Cultura
Vilma Fuentes Entusiasmo melancolía Encuentros deportivos Juegos Olímpicos Copa Mundial futbol provocan amplios movimientos entusiasmo envidian políticos estrellas cine detenemos segundos observar aumento pasión suscitan medida desarrollan podríamos sentir curiosidad causas,Cultura
Raúl Pineda saca luz oscuridad del dolor tragedia atraviesan país Traer luz oscuridad es labor del artista Raúl Pineda don memoria fotográfica excesiva persistencia técnica antigua grabado mezzotinta retrata horror desencajado violencia México,Cultura
Galardona Inbal tres grandes artistas tejieron lienzo plástica mexicana ovaciones vítores escultora Geles Cabrera ( 1926 ) pintores Arturo Estrada ( 1925 ) Guillermo Monroy ( 1924 ) recibieron Medalla Bellas Artes Oro Artes Visuales 2023 2024 ceremonia histórica efectuada ayer sala Manuel M. Ponce del Palacio Bellas Artes encabezada Lucina Jiménez titular del Instituto Nacional Bellas Artes Literatura ( Inbal ),Cultura
Fotografiar es pretexto buscarme otros Graciela Iturbide Arropada larga ovación fotógrafa Graciela Iturbide recibió Medalla Bellas Artes Oro 2024 Artes Visuales otorga Instituto Nacional Bellas Artes Literatura ( Inbal ) icónicas imágenes conjugan documental poético forman parte esencial del acervo gráfico contemporáneo México,Cultura
Aterriza nave Soyuz misión récord EEI Moscú cápsula Soyuz transportaba dos cosmonautas rusosy astronauta estadunidense Estación Espacial Internacional aterrizó Kazajstán poniendo fin estadía récord pareja rusa,Ciencia y Tecnología
Científicos descubren coral es capaz retener microplásticos Madrid nueva técnica detección microplásticos descubrió tres partes anatomía del coral ( mucosidad superficial tejido esqueleto ) contienen clase desechos artificiales,Ciencia y Tecnología
Cotiza peso prácticamente cambios espera del recorte tasas del BdeM Ahora incógnita política monetaria México es recorte tasa referencia cuarto medio punto porcentual Banco México ( BdeM ) despejará jueves Mientras tanto peso mexicano operó ayer cautela,Economía
No hay inconstitucionalidad cobro del SAT empresas Salinas Pliego AMLO resolución dos expedientes presunta evasión fiscal empresas Ricardo Salinas Pliego monto 35 mil millones pesos presidente Andrés Manuel López Obrador consideró Suprema Corte Justicia Nación no puede involucrarse fondo del litigio toda vez instancia correspondiente confirmó existe adeudo fiscal firmas Servicio Administración Tributaria no hay ninguna posible interpretación inconstitucionalidad,Economía
AMLO mejoras raquíticas pensiones gestiones pasadas sexenio del presidente Andrés Manuel López Obrador pensiones llamada Generación Afore pasaron apenas 30 ciento del último salario del trabajador promedio mayor 70 ciento producto serie reformas legislativas pusieron al centro al asalariado situación no había sucedido otras administraciones,Economía
Recauda SAT seis años 3.5 billones pesos sexenio está concluir Servicio Administración Tributaria ( SAT ) recaudó 3.5 billones pesos auditorías promoción cumplimiento representó 2.3 billones pesos más sexenio anterior crecimiento real 120.2 ciento agosto este año,Economía
Miguel Pineda Negocios empresas diferencia regularmente piensa no es producción marca desarrollo demanda creciente bienes servicios ello sociedad no consume tiende quedarse estancada,Economía
estanca producción granos sexenio producción granos oleaginosas México ha incrementado 37 ciento entrada vigor del Tratado Libre Comercio América del Norte ( TLCAN ) actualmente Tratado México Estados Unidos Canadá ( T-MEC ) fecha embargo este sexenio crecimiento ha estancado revelan datos oficiales,Economía
Repuntó julio economía Inegi economía mexicana creció más esperado julio debido al incremento ‘ inusual ’ sectores agrícola ganadero pesca reveló Instituto Nacional Estadística Geografía ( Inegi ),Economía
servicio salud 50.4 millones mexicanos afirma Coneval México 50.4 millones personas carecen acceso servicios salud representa 39.1 ciento población destacó Alida Marcela Gutiérrez Landeros coordinadora general análisis pobreza del Consejo Nacional Evaluación Política Desarrollo Social ( Coneval ),Economía
SICT entrega 549 obras carreteras programa carretero echó andar administración del presidente Andrés Manuel López Obrador benefició 55 millones habitantes forma directa Además 549 obras realizadas representan 227 mil 464 millones pesos son casi uno ciento del producto interno bruto ( PIB ) informó Jorge Nuño Lara titular Secretaría Infraestructura Comunicaciones Transportes ( SICT ),Economía
Acierto del SAT auditorías grandes causantes analistas Fiscalizar primero grandes contribuyentes ahí hacerlo resto causantes fue estrategias más exitosas del Servicio Administración Tributaria ( SAT ) evitar ingresos sustentan erario cayeran administración,Economía
Mexicanos gastan 12% más bebidas energéticas Datos Kantar muestran últimos años ha aumentado tanto número litros comprados precio este tipo bebidas,Economía
Trump amaga arancel 100% autos entren frontera México candidato presidencial dijo única manera libren cuota es quieren construir planta Estados Unidos,Economía
Cetes dos años reducen rendimientos dígito anticipa recorte Banxico Todos plazos Cetes redujeron ganancias plazo dos años ofrece tasa más baja 9.92% espera Banxico haga nuevo recorte,Economía
Openbank lanza lista espera clientes mexicanos Openbank México abre sitio web lista espera usuarios quieran acceder oferta este nuevo banco digital,Economía
"Banco Mundial logra récord 56,000 mdd inversiones CFI ejercicio financiero finalizará julio 2025 Banco Mundial buscará centrar esfuerzos infraestructura particularmente carreteras transporte",Economía
China presenta medidas relajación monetaria reactivar economía Banco Popular China recortará tipo interés operaciones dobles siete días 0.2 puntos porcentuales 1.5%,Economía
Inflación sigue baja primera mitad septiembre ubicó 4.66% índice subyacente terminó primera quincena septiembre 3.95% no subyacente 6.73% acuerdo datos publicados Inegi,Economía
Fomentar vivienda interés social eliminar corrupción retos del Infonavit Analistas señalan instituto tiene pendientes materia avanzar digitalización agilización trámites mejorar rendimientos subcuenta vivienda,Economía
IFT prevé publicar nuevas medidas regulatorias América Móvil noviembre regulador tiene obligación revisar cada dos años medidas regulatorias compañía controlada Carlos Slim verificar han generado competencia telecomunicaciones,Ciencia y Tecnología
"IFT pedirá 1,680 mdp presupuesto pese reforma eliminar autónomos regulador aseguró partida solicitará Hacienda es misma fue aprobada este año incluso más baja toma cuenta inflación",Ciencia y Tecnología
Meta sumará voces John Cena chatbot nueva función audio ofrecerá usuarios opción seleccionar voz asistente digital,Ciencia y Tecnología
"Microsoft confía México invertirá 1,300 mdd ampliar alcance IA CEO compañía Satya Nadella destacó este capital será mejorar capacidades nube IA región",Ciencia y Tecnología
Guía elegir mejor antivirus celular ataques teléfonos inteligentes cada vez son más comunes aquí decimos qué debes tener cuenta hora elegir mejor protección,Ciencia y Tecnología
"IA ayuda industrias ahorrar 35,000 dólares hora través diferentes sensores softwares IA empresas Tractian han logrado rastrear sonidos máquinas interpretarlas posibles fallas técnicas",Ciencia y Tecnología
Chaquito estará tres meses nan,Deportes
Bravos vencen Mets acercan al comodín Atlanta Bravos Atlanta hicieron tarea lucha alcanzar boleto comodín postemporada Grandes Ligas Al ganar 5-1 Mets Nueva York quedan victoria conseguir meta,Deportes
Aseguran Guardianes descanso postemporada al vencer 6-1 Rojos Cleveland Guardianes Cleveland campeones División Central Liga Americana aseguraron descanso primera ronda playoffs al vencer 6-1 Rojos Cincinnati Lane Thomas pegó jonrón dos anotaciones empujó tres carreras mientras Josh Naylor sumó par remolcadas,Deportes
Es demasiado tarde mí Favre mítico ex NFL padece Parkinson 1991 vida Brett Favre cambió siempre Pocos meses después ser elegido Atlan-ta Draft NFL entrena-doren jefe Green Bay Mike Holmgren ofreció selección primera ronda cambio jugara equipo Halcones vieron obligados aceptar anuncio del acuerdo al año siguiente mariscal construyó carrera notable periodos más menos difíciles dedicándose al mismo deporte practicó niño Fue nombrado tres veces MVP ganó Supertazón 1997 ser ingresado al Salón Fama confesó acto públi-co estuvo tres veces cen-tros especiales rehabilitación adicción al consumo analgésicos alcohol,Deportes
Real Madrid saca apurada victoria Alavés Madrid Real Madrid es luz noche ofrecer sábado versión más contundente visita del Español al Santiago Bernabéu equipo blanco reveló costado más vulnerable apurada victoria 3-2 Alavés cumplió año derrota Liga España,Deportes
Ten Hag une críticas saturación partidos Londres técnico neerlandés del Manchester United Erik ten Hag criticó sobrecarga partidos considera casi inevitables lesiones graves sufren futbolistas ocurrió pasado fin semana arquero alemán Marc-André Ter Stegen ( Barcelona ) mediocampista español Rodri ( Manchester City ),Deportes
voy conciencia tranquila arrepentimientos Ana Guevara Convencida cumplió deber pesar críticas afrontó llegada al cargo 2018 Ana Guevara aseguró ayer dejará dirección Comisión Nacional Cultura Física Deporte ( Conade ) arrepentimientos conciencia tranquila segura no gozó sobreprotección administración,Deportes
Regresa vivo Met Nueva York al Auditorio Nacional ocho títulos temporada 2024-2025 del programa vivo Met Nueva York transmitirá del 5 octubre al 31 mayo pantalla gigante del Auditorio Nacional siguen fiel misión del Metropolitan Opera House presentar óperas más famosas populares mejores elencos posibles ofrecer producciones nuevas sólo avanzará forma arte expresó Peter Gelb gerente general del Met,Cultura
Entregan Tolita María Figueroa Medalla Oro Bellas Artes 2023 teatro hermanas Tolita María Figueroa fueron distinguidas este martes Medalla Oro Bellas Artes 2023 disciplina teatro Este reconocimiento celebra destacada trayectoria prolífica obra ámbito del vestuario escenografía campos han dejado huella imborrable más tres décadas,Cultura
Emilio Payán Litógrafa Popular artista grabador Joel Rendón ( 1967 ) impresor Fernando Riquelme ( 1990 ) fundaron hace dos meses Litógrafa Popular taller reunión diálogo intercambio experiencias conservar tradición técnica México proyecto rinde homenaje madre tierra al considerar piedra litográfica matriz creadora estrecha conexión tierra vida Litógrafa Popular surgió objetivo conservar estética estampa gráfica popular cargada identidad sentido social,Cultura
Dialoga Dalí Divina Comedia Cáceres Fundación Mercedes Calles Carlos Ballestero ( FMCCB ) presenta nueva exposición sede Plaza San Jorge Cáceres titulada Dalí Divina Comedia compuesta centenar grabados propia colección genio surrealista plasmó interpretación Divina Comedia Dante Alighieri,Cultura
feminismo devolvió dignidad existencia arte también Sofía Weidner No prometo salgan alegres mente tranquila exposición No quise generar arte causara comodidad confesó Sofía Weidner inauguración Musas negras Museo Ciudad México Emociones tristes dolorosas furiosas están plasmadas obras hoy trascienden al ser vistas público significan cobijo abandono soledad sueño cumplido feminismo devolvió dignidad existencia arte también declaró creadora,Cultura
Ricardo Yáñez Isocronías Siete escritoras ha reunido Minerva Aguilar Temoltzin autora Vuelo letras libro nacido recital homónimo ofrecido escritoras tlaxcaltecas organizado Asociación Escritores México Al decir Obed González director Literatura Feria Internacional del Libro Coyoacán – auspiciadora del volumen ánimo representativo considera lírica tales voces femeninas – éste es posible palpar somos lenguaje somos flexibles constante transformación Vayamos sucintamente poetas – nacidas años 50 80 –,Cultura
Muñeca Lele otomí representa principal fuente empleo Santiago Metztititlán Pachuca Hgo Artesanas indígenas otomíes Santiago Metztititlán municipio Amealco Bonfil estado Querétaro generaciones han elaborado tradicional muñeca Lele nació deseo niñas localidad jugar ser mamás,Cultura
Periodista evoca eterna noche 43 ¿ 43 normalistas Ayotzinapa están vivos muertos ? pregunta planteada angustia periodista Miguel Ángel Juárez Franco desencadenó intenso conmovedor debate ayer presentación novela eterna noche 43 publicada editorial Almuzara,Cultura
resultados del tercer censo del jaguar México son alentadores primeros resultados del tercer censo México del jaguar son alentadores puesto mayoría 24 sitios analizados 19 estados del país población del felino más grande América mantiene ha incrementado mayoría sitios hay más jaguares destacó Gerardo Ceballos González líder Alianza Nacional Conservación del Jaguar,Ciencia y Tecnología
Descubren inteligencia artificial más geoglifos Nazca nan,Ciencia y Tecnología
menopausia puede ocasionar problemas dentales dicen especialistas sofocos sudoraciones nocturnas son síntomas más infames menopausia es posible también desee prestar atención dientes encías,Ciencia y Tecnología
primera vez 2 años tasa Cetes baja 10% Después casi dos años ofrecer rendimientos anuales doble dígito tasa interés Certificados Tesorería Federación ( Cetes ) ha caído debajo 10 ciento analistas indica mercados anticipan Banco México ( BdeM ) reducirá tasa referencia próximo jueves línea Reserva Federal Estados Unidos,Economía
sexenio AMLO banca ganó más billón pesos largo del sexenio del presidente Andrés Manuel López Obrador conjunto bancos privados operan país han ganando poco más billón pesos resultado histórico coloca este sector uno mejor fue gobierno Cuarta Transformación afirman especialistas,Economía
Expertos mayor desastre ecológico Riviera Maya mina Sac-Tun antes conocida Calica propiedad Vulcan Materials es mayor desastre ecológico Riviera Maya más tres décadas extrajo material exportar barco Estados Unidos acuerdo especialistas gobierno mexicano,Economía
Reservas internacionales alcanzan marca histórica reservas internacionales cerraron semana concluyó 20 septiembre saldo 226 mil 465 millones dólares incremento 356 millones dólares relación semana precedente reveló Banco México ( BdeM ),Economía
Proyecto del ministro Pérez Dayán impedirá UIF bloquear cuentas bancarias lavado ministro Alberto Pérez Dayán propondrá endurecimiento requisitos Unidad Inteligencia Financiera ( UIF ) pueda asegurar cuentas bancarias titulares son sospechosos operaciones lavado dinero,Economía
Desacelera inflación anual cuarta quincena consecutiva inflación general primera quincena septiembre México desaceleró 4.66 ciento anual menor nivel segunda quincena mayo 2024 revelaron cifras del Instituto Nacional Estadística Geografía ( Inegi ),Economía
Microsoft invertirá mil 300 mdd México infraestructura IA nan,Economía
Ocupa México séptimo lugar adopción inteligencia artificial México es uno países adoptantes inteligencia artificial ( IA ) índice 46.85 puntos coloca séptima posición 19 encuentran incorporando tecnología informó Comisión Económica América Latina Caribe ( Cepal ),Economía
México expropia minera Calica empresa estadunidense impugnará firma estadunidense Vulcan Materials anunció va impugnar legalmente decisión del gobierno mexicano anunciada lunes noche expropiar terrenos mina Calica Quintana Roo,Economía
Enrique Dussel Peters * China ¿ desarrollo través política industrial ? Enfatizamos colaboración del 11 septiembre este año profunda competencia Estados Unidos China liderazgo tecnológico global hubiera sido impensable todavía hace dos décadas principios del siglo XXI lema China barata,Economía
Pekín recorta tasas estimular economía Pekín Banco Central China anunció ayer nuevas medidas impulsar economía recorte diferentes tasas interés incluida referencia hipotecaria reducción del depósito bancos deben mantener reserva,Economía
Es poco probable México pierda grado inversión Moody's agencia señala mayor déficit fiscal absorber deuda Pemex crecimiento sí pueden impactar calidad crediticia,Economía
Revolut planea operar primeros meses 2025 Juan Guerra director general firma dijo espera arrancar operaciones siguiente año cuenta débito nivel 4 transferencias internacionales,Economía
"Pemex requerirá 50,200 mdd tres primeros años Sheinbaum prevé Moody's apoyo del gobierno calificación real Pemex sería Ca es decir 80% incumplimiento compromisos financieros",Economía
Condusef alerta suplantación identidad 24 financieras Veinticuatro instituciones debidamente constituidas han reportado suplantación identidad cometer fraudes usuarios,Economía
¿ Abren bancos 1 octubre ? dice calendario CNBV 1 octubre Claudia Sheinbaum toma posesión primera presidenta México implica suceso trascendencia nacional mayoría empleados descansará,Economía
Mercado Pago hace oficial presentó solicitud ser banco digital cuenta digital busca aprobación licencia bancaria Comisión Nacional Bancaria Valores ofrecer servicios banca múltiple,Economía
Banxico sólo tiene espacio hacer recorte 25 puntos analistas consideran banco central debe tener cautela al bajar tasas periodos volatilidad descartan hagan recorte 50 puntos hizo Reserva Federal,Economía
OCDE ajusta baja previsión del PIB México acuerdo organismo economía mexicana crecerá 1.4% este año 0.8% menos previsión anterior,Economía
BBVA mantiene confianza México transición presidencial país sigue siendo atractivo largo plazo gracias estructura costos apalancamiento comparación Estados Unidos dijo Onur Genç consejero delegado BBVA,Economía
China recorta otra tasa interés impulsar economía interés préstamos año concedidos instituciones financieras redujo del 2.3 al 2% informó banco central,Economía
austeridad selectiva predominó gobierno AMLO Más recortes gastos onerosos generar ahorros gasto público llegó niveles récord obedeciendo prioridades obligaciones del gobierno cargo Andrés Manuel López Obrador,Economía
son juegos gratis PlayStation Plus octubre 2024 Sony presentó catálogo videojuegos llegarán suscripción partir cuándo estarán disponibles,Ciencia y Tecnología
"Caso FTX rol Caroline Ellison fraude pasará 2 años presa exdirectora Alameda Research fondo cobertura personal Bankman-Fried también deberá pagar multa 11,000 mdd",Ciencia y Tecnología
Altán Redes confía gobierno Sheinbaum robustecerá conectividad Carlos Lerma CEO Altán dice estar positivo vendrá próximos años conectividad debido provisión internet será uno ejes principales Claudia Sheinbaum,Ciencia y Tecnología
